,prim_state,area,area_name,occ_code,occ_titl,tot_emp,a_mean,a_wpct10,a_wpct25,a_median,a_wpct75,a_wpct90,year
39655,IN,2330,"Elkhart-Goshen, IN MSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",          60,    28160,21510,24330,27630,32150,35080,2000
39763,IN,2440,"Evansville-Henderson, IN-KY MSA",11-3021,Computer and Information Systems Managers,         150,    52680,34330,46110,53940,62970,69540,2000
39792,IN,2440,"Evansville-Henderson, IN-KY MSA",13-1111,Management Analysts,          90,    45680,26650,32480,46380,53240,62830,2000
39815,IN,2440,"Evansville-Henderson, IN-KY MSA",17-2061,Computer Hardware Engineers,0,    31510,24290,25770,28240,33490,48420,2000
40054,IN,2440,"Evansville-Henderson, IN-KY MSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",         390,    30850,20400,23420,30090,36620,43630,2000
40171,IN,2760,"Fort Wayne, IN MSA",11-3021,Computer and Information Systems Managers,         490,    63240,34030,46010,57750,79100,105840,2000
40199,IN,2760,"Fort Wayne, IN MSA",13-1111,Management Analysts,         200,    39550,30430,33150,37790,43550,51890,2000
40222,IN,2760,"Fort Wayne, IN MSA",15-2031,Operations Research Analysts,0,    45730,30440,37020,43580,53400,65030,2000
40229,IN,2760,"Fort Wayne, IN MSA",17-2061,Computer Hardware Engineers,          40,    64820,47530,52340,61170,72790,96810,2000
40486,IN,2760,"Fort Wayne, IN MSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",         360,    38370,20190,25250,34800,47120,63670,2000
40616,IN,2960,"Gary, IN PMSA",11-3021,Computer and Information Systems Managers,         190,    67020,34140,46730,58380,80850,132060,2000
40643,IN,2960,"Gary, IN PMSA",13-1111,Management Analysts,         260,    56810,38680,44550,49470,54450,85390,2000
40660,IN,2960,"Gary, IN PMSA",15-2031,Operations Research Analysts,          80,    53530,40470,46960,52470,60420,69940,2000
40915,IN,2960,"Gary, IN PMSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",         560,    37980,25660,34180,39040,43060,49070,2000
41037,IN,3480,"Indianapolis, IN MSA",11-3021,Computer and Information Systems Managers,        2090,    76130,49580,61260,73900,88190,110760,2000
41066,IN,3480,"Indianapolis, IN MSA",13-1111,Management Analysts,        2040,    54640,32190,39890,51970,65300,73870,2000
41091,IN,3480,"Indianapolis, IN MSA",15-2031,Operations Research Analysts,         120,    46120,25430,29830,43990,56700,74950,2000
41101,IN,3480,"Indianapolis, IN MSA",17-2061,Computer Hardware Engineers,0,    70280,49600,54660,65800,84430,102950,2000
41424,IN,3480,"Indianapolis, IN MSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",        1030,    34600,21120,26590,33060,40890,52060,2000
41577,IN,3850,"Kokomo, IN MSA",11-3021,Computer and Information Systems Managers,          80,    77180,52200,65390,79580,89720,104180,2000
41722,IN,3850,"Kokomo, IN MSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",0,    34400,23530,28740,33620,41080,48560,2000
41754,IN,3920,"Lafayette, IN MSA",11-3021,Computer and Information Systems Managers,          60,    68170,41630,50940,66490,82880,99070,2000
41775,IN,3920,"Lafayette, IN MSA",13-1111,Management Analysts,         120,    42900,23470,26030,31100,45870,83600,2000
41789,IN,3920,"Lafayette, IN MSA",15-2041,Statisticians,          30,    44230,19300,23790,40220,64550,74050,2000
41976,IN,3920,"Lafayette, IN MSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",0,    28150,19830,22220,26140,31880,40410,2000
42033,IN,5280,"Muncie, IN MSA",11-3021,Computer and Information Systems Managers,          40,    74030,46150,53120,65290,85610,143690,2000
42050,IN,5280,"Muncie, IN MSA",13-1111,Management Analysts,0,    55600,14540,30600,40790,68050,133170,2000
42250,IN,7800,"South Bend, IN MSA",11-3021,Computer and Information Systems Managers,         110,    67010,31540,46250,64980,81740,107810,2000
42276,IN,7800,"South Bend, IN MSA",13-1111,Management Analysts,         110,    51280,31000,37090,49920,64980,72180,2000
42296,IN,7800,"South Bend, IN MSA",17-2061,Computer Hardware Engineers,0,    40020,30460,32240,35220,48800,57590,2000
42531,IN,7800,"South Bend, IN MSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",          90,    34660,21690,26340,36700,42110,45960,2000
42618,IN,8320,"Terre Haute, IN MSA",11-3021,Computer and Information Systems Managers,          60,    58990,38390,44350,55010,70060,90600,2000
42641,IN,8320,"Terre Haute, IN MSA",13-1111,Management Analysts,          30,    70930,14020,43080,65120,87870,145601,2000
42824,IN,8320,"Terre Haute, IN MSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",0,    33740,21020,24270,28580,39900,59860,2000
42889,KS,4150,"Lawrence, KS MSA",11-3021,Computer and Information Systems Managers,          50,    57340,40490,48360,53610,61260,86290,2000
42907,KS,4150,"Lawrence, KS MSA",13-1111,Management Analysts,          30,    53260,30880,35070,47810,66350,86110,2000
43058,KS,4150,"Lawrence, KS MSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",          30,    24360,14700,15620,17160,37680,42240,2000
43103,KS,8440,"Topeka, KS MSA",11-3021,Computer and Information Systems Managers,         240,    69580,45040,55580,68350,83310,99850,2000
43126,KS,8440,"Topeka, KS MSA",13-1111,Management Analysts,         540,    44200,31250,35970,40680,46660,55260,2000
43144,KS,8440,"Topeka, KS MSA",15-2031,Operations Research Analysts,0,    45980,27390,35620,43610,55640,68560,2000
43348,KS,8440,"Topeka, KS MSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",         150,    33270,23080,26570,32450,39610,45510,2000
43412,KS,9040,"Wichita, KS MSA",11-3021,Computer and Information Systems Managers,         360,    68360,37660,50570,68300,86180,101540,2000
43440,KS,9040,"Wichita, KS MSA",13-1111,Management Analysts,0,    55050,38770,47020,53790,63380,70490,2000
43467,KS,9040,"Wichita, KS MSA",17-2061,Computer Hardware Engineers,0,    61310,43060,51470,61830,70750,81690,2000
43748,KS,9040,"Wichita, KS MSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",         280,    33240,21250,25380,31710,40320,47570,2000
43875,KY,4280,"Lexington, KY MSA",11-3021,Computer and Information Systems Managers,         370,    73570,39160,53140,68520,94660,115410,2000
43904,KY,4280,"Lexington, KY MSA",13-1111,Management Analysts,         150,    41770,19810,22030,37950,54280,78450,2000
43923,KY,4280,"Lexington, KY MSA",15-2031,Operations Research Analysts,          40,    47290,33050,39870,47110,53670,61380,2000
44201,KY,4280,"Lexington, KY MSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",0,    28840,19110,21620,26800,33090,43740,2000
44319,KY,4520,"Louisville, KY-IN MSA",11-3021,Computer and Information Systems Managers,         890,    65690,37010,51730,65740,79950,90910,2000
44349,KY,4520,"Louisville, KY-IN MSA",13-1111,Management Analysts,         880,    38950,19630,22030,36780,50130,65900,2000
44374,KY,4520,"Louisville, KY-IN MSA",15-2031,Operations Research Analysts,          90,    52990,35320,40810,49550,62260,73960,2000
44375,KY,4520,"Louisville, KY-IN MSA",15-2041,Statisticians,          50,    48530,32890,38140,44510,56690,73210,2000
44383,KY,4520,"Louisville, KY-IN MSA",17-2061,Computer Hardware Engineers,          40,    55320,32940,40950,53760,66810,79230,2000
44696,KY,4520,"Louisville, KY-IN MSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",        1020,    28430,19650,22630,26660,33360,40930,2000
44837,KY,5990,"Owensboro, KY MSA",11-3021,Computer and Information Systems Managers,          40,    46090,29480,32710,41490,55190,72640,2000
44857,KY,5990,"Owensboro, KY MSA",13-1111,Management Analysts,0,    91110,46190,93660,100920,108180,112540,2000
45045,LA,220,"Alexandria, LA MSA",11-3021,Computer and Information Systems Managers,          40,    45050,14160,21760,48750,64860,73990,2000
45262,LA,760,"Baton Rouge, LA MSA",11-3021,Computer and Information Systems Managers,         580,    59620,39170,48780,59180,69520,84460,2000
45293,LA,760,"Baton Rouge, LA MSA",13-1111,Management Analysts,         260,    51970,31060,36880,44050,60920,89530,2000
45312,LA,760,"Baton Rouge, LA MSA",15-2031,Operations Research Analysts,         130,    42720,20790,27590,37970,51940,78490,2000
45313,LA,760,"Baton Rouge, LA MSA",15-2041,Statisticians,          50,    60090,30640,42380,61040,72250,101250,2000
45591,LA,760,"Baton Rouge, LA MSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",         330,    23160,11960,13200,20890,31760,38450,2000
45695,LA,3350,"Houma, LA MSA",11-3021,Computer and Information Systems Managers,          30,    50950,33270,38030,46350,59200,81840,2000
45950,LA,3880,"Lafayette, LA MSA",11-3021,Computer and Information Systems Managers,         120,    48550,28570,33130,48230,55540,76710,2000
45977,LA,3880,"Lafayette, LA MSA",13-1111,Management Analysts,          70,    48740,25540,28970,45160,62070,70140,2000
45991,LA,3880,"Lafayette, LA MSA",15-2031,Operations Research Analysts,0,    42530,22090,31640,44830,52370,58630,2000
46225,LA,3880,"Lafayette, LA MSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",         100,    31710,15930,20930,26980,38610,56290,2000
46320,LA,3960,"Lake Charles, LA MSA",11-3021,Computer and Information Systems Managers,         100,    60510,34840,48460,60580,70250,91060,2000
46339,LA,3960,"Lake Charles, LA MSA",13-1111,Management Analysts,0,    60620,39790,47520,57720,70230,88280,2000
46526,LA,3960,"Lake Charles, LA MSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",          40,    25690,16600,19770,26080,32170,34600,2000
46593,LA,5200,"Monroe, LA MSA",11-3021,Computer and Information Systems Managers,          50,    48180,15520,29180,51830,66080,74270,2000
46613,LA,5200,"Monroe, LA MSA",13-1111,Management Analysts,          40,    40260,23530,27000,38940,49240,63540,2000
46784,LA,5200,"Monroe, LA MSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",0,    25230,18470,20870,24640,28580,34010,2000
46850,LA,5560,"New Orleans, LA MSA",11-3021,Computer and Information Systems Managers,        1200,    64920,37640,51420,65710,80210,91350,2000
46880,LA,5560,"New Orleans, LA MSA",13-1111,Management Analysts,         680,    55480,29140,38530,51220,66710,92910,2000
46904,LA,5560,"New Orleans, LA MSA",15-2031,Operations Research Analysts,0,    52640,32410,39730,49820,63800,82130,2000
46911,LA,5560,"New Orleans, LA MSA",17-2061,Computer Hardware Engineers,0,    64600,39310,47050,55060,79690,94470,2000
47244,LA,5560,"New Orleans, LA MSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",         480,    31990,19180,23010,29950,37080,49750,2000
47379,LA,7680,"Shreveport-Bossier City, LA MSA",11-3021,Computer and Information Systems Managers,         190,    56010,31030,39180,57800,70140,83370,2000
47407,LA,7680,"Shreveport-Bossier City, LA MSA",13-1111,Management Analysts,          90,    67940,32840,39130,49050,116810,134090,2000
47430,LA,7680,"Shreveport-Bossier City, LA MSA",17-2061,Computer Hardware Engineers,0,    56810,37860,42080,50370,71280,90870,2000
47672,LA,7680,"Shreveport-Bossier City, LA MSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",          80,    31340,20870,24740,29710,38610,43910,2000
47771,MA,740,"Barnstable-Yarmouth, MA MSA",11-3021,Computer and Information Systems Managers,         130,    76320,41990,58700,74700,94370,115050,2000
47789,MA,740,"Barnstable-Yarmouth, MA MSA",13-1111,Management Analysts,         100,    83750,53840,65290,93310,105020,112060,2000
48022,MA,1120,"Boston, MA-NH PMSA",11-3021,Computer and Information Systems Managers,        9740,    85820,53390,67080,84180,105560,130300,2000
48053,MA,1120,"Boston, MA-NH PMSA",13-1111,Management Analysts,       10160,    73600,40560,53310,72390,88040,115250,2000
48078,MA,1120,"Boston, MA-NH PMSA",15-2031,Operations Research Analysts,        1870,    46780,30560,34470,42740,54510,69460,2000
48079,MA,1120,"Boston, MA-NH PMSA",15-2041,Statisticians,         330,    55980,33030,42320,53170,65650,81670,2000
48090,MA,1120,"Boston, MA-NH PMSA",17-2061,Computer Hardware Engineers,        2430,    81690,52030,64450,81290,101190,115750,2000
48463,MA,1120,"Boston, MA-NH PMSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",        3080,    37650,21260,28230,35510,47810,55260,2000
48635,MA,1200,"Brockton, MA PMSA",11-3021,Computer and Information Systems Managers,         100,    77550,48980,57470,71850,93190,122030,2000
48659,MA,1200,"Brockton, MA PMSA",13-1111,Management Analysts,0,    80280,48880,59700,77660,99330,115280,2000
48851,MA,1200,"Brockton, MA PMSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",0,    37220,22290,28600,35130,44280,56020,2000
48932,MA,2600,"Fitchburg-Leominster, MA PMSA",11-3021,Computer and Information Systems Managers,          40,    63390,46410,51800,61740,76330,87570,2000
49176,MA,4160,"Lawrence, MA-NH PMSA",11-3021,Computer and Information Systems Managers,         370,    98130,53060,72660,96640,139780,145601,2000
49201,MA,4160,"Lawrence, MA-NH PMSA",13-1111,Management Analysts,         290,    84230,44250,65550,84070,104520,145601,2000
49223,MA,4160,"Lawrence, MA-NH PMSA",17-2061,Computer Hardware Engineers,0,    83380,61330,71210,82290,94740,112430,2000
49462,MA,4160,"Lawrence, MA-NH PMSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",         100,    32720,19450,24970,30820,39580,50970,2000
49557,MA,4560,"Lowell, MA-NH PMSA",11-3021,Computer and Information Systems Managers,         580,    87600,53090,67040,85220,111620,135140,2000
49582,MA,4560,"Lowell, MA-NH PMSA",13-1111,Management Analysts,0,    63430,39670,51770,63280,71210,86030,2000
49598,MA,4560,"Lowell, MA-NH PMSA",15-2031,Operations Research Analysts,0,    46610,29550,32760,40180,55820,78960,2000
49602,MA,4560,"Lowell, MA-NH PMSA",17-2061,Computer Hardware Engineers,         270,    73210,41790,57470,71600,94970,109470,2000
49810,MA,4560,"Lowell, MA-NH PMSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",0,    31240,21300,25370,30900,35370,43430,2000
49900,MA,5400,"New Bedford, MA PMSA",11-3021,Computer and Information Systems Managers,          60,    67650,43490,53230,71160,82850,89700,2000
49919,MA,5400,"New Bedford, MA PMSA",13-1111,Management Analysts,0,    48230,25300,28420,45060,65050,70150,2000
50154,MA,6320,"Pittsfield, MA MSA",11-3021,Computer and Information Systems Managers,          40,    72410,34690,48810,77470,90350,106960,2000
50175,MA,6320,"Pittsfield, MA MSA",13-1111,Management Analysts,0,    68430,21650,42270,60580,95520,130760,2000
50374,MA,8000,"Springfield, MA MSA",11-3021,Computer and Information Systems Managers,         650,    75940,39540,54480,74230,89260,136150,2000
50398,MA,8000,"Springfield, MA MSA",13-1111,Management Analysts,0,    55860,32100,40160,53190,68840,85170,2000
50679,MA,8000,"Springfield, MA MSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",         190,    30840,20590,24590,29410,35940,44110,2000
50799,MA,9240,"Worcester, MA-CT PMSA",11-3021,Computer and Information Systems Managers,         570,    71100,47000,55590,69790,86800,103030,2000
50827,MA,9240,"Worcester, MA-CT PMSA",13-1111,Management Analysts,         620,    66800,42530,51390,63900,80050,92660,2000
51101,MA,9240,"Worcester, MA-CT PMSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",         130,    33810,22520,28630,32860,38220,49260,2000
51211,MD,720,"Baltimore, MD PMSA",11-3021,Computer and Information Systems Managers,        3440,    80320,52390,66810,81020,95310,111410,2000
51243,MD,720,"Baltimore, MD PMSA",13-1111,Management Analysts,        4320,    56310,34850,41960,53110,67640,86520,2000
51269,MD,720,"Baltimore, MD PMSA",15-2031,Operations Research Analysts,         600,    62770,33990,46150,64520,80070,89730,2000
51270,MD,720,"Baltimore, MD PMSA",15-2041,Statisticians,         270,    53410,34520,40110,50090,65110,82270,2000
51280,MD,720,"Baltimore, MD PMSA",17-2061,Computer Hardware Engineers,         570,    63920,38320,47610,64160,80080,92120,2000
51641,MD,720,"Baltimore, MD PMSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",         740,    33130,19480,22240,31690,41750,50760,2000
51802,MD,1900,"Cumberland, MD-WV MSA",13-1111,Management Analysts,0,    76160,30110,33150,67270,110000,145601,2000
51981,MD,3180,"Hagerstown, MD PMSA",13-1111,Management Analysts,0,    41550,29440,31480,34870,49960,64960,2000
52136,MD,3180,"Hagerstown, MD PMSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",          30,    55980,37500,44790,60070,67300,71630,2000
52197,ME,730,"Bangor, ME MSA",11-3021,Computer and Information Systems Managers,         100,    52950,29230,34950,44520,75170,87480,2000
52415,ME,730,"Bangor, ME MSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",          60,    21540,15610,18390,20570,22780,31470,2000
52466,ME,4240,"Lewiston-Auburn, ME MSA",11-3021,Computer and Information Systems Managers,          60,    59750,27590,44870,56930,76530,90640,2000
52699,ME,6400,"Portland, ME MSA",11-3021,Computer and Information Systems Managers,         600,    72830,38980,53880,71980,89540,111610,2000
52726,ME,6400,"Portland, ME MSA",13-1111,Management Analysts,         170,    49180,27730,35640,44310,59390,70600,2000
52746,ME,6400,"Portland, ME MSA",15-2031,Operations Research Analysts,          50,    44800,29520,37930,45170,52750,58010,2000
53010,ME,6400,"Portland, ME MSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",         210,    37810,20020,28110,38420,48570,54660,2000
53097,MI,440,"Ann Arbor, MI PMSA",11-3021,Computer and Information Systems Managers,         540,    78410,51270,63120,76050,89550,116330,2000
53125,MI,440,"Ann Arbor, MI PMSA",13-1111,Management Analysts,0,    59760,24710,29900,49070,71850,145601,2000
53146,MI,440,"Ann Arbor, MI PMSA",15-2031,Operations Research Analysts,0,    60790,37590,48110,58480,75580,88290,2000
53153,MI,440,"Ann Arbor, MI PMSA",17-2061,Computer Hardware Engineers,         180,    75730,50440,60350,76670,90280,106890,2000
53411,MI,440,"Ann Arbor, MI PMSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",         180,    32210,22130,25280,29860,37330,44670,2000
53512,MI,870,"Benton Harbor, MI MSA",11-3021,Computer and Information Systems Managers,          50,    68120,41400,48380,66220,82950,90890,2000
53528,MI,870,"Benton Harbor, MI MSA",13-1111,Management Analysts,0,    54050,35830,38260,42450,58300,100250,2000
53781,MI,2160,"Detroit, MI PMSA",11-3021,Computer and Information Systems Managers,        4580,    80840,45170,62980,80760,97330,118100,2000
53813,MI,2160,"Detroit, MI PMSA",13-1111,Management Analysts,        5860,    63880,34870,45020,59170,73450,104160,2000
53838,MI,2160,"Detroit, MI PMSA",15-2041,Statisticians,          80,    52930,33060,38210,46920,64190,77580,2000
53846,MI,2160,"Detroit, MI PMSA",17-2061,Computer Hardware Engineers,         380,    74490,50680,61080,75310,87510,103920,2000
54210,MI,2160,"Detroit, MI PMSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",        1200,    30850,21720,24590,27900,34930,43100,2000
54381,MI,2640,"Flint, MI PMSA",11-3021,Computer and Information Systems Managers,         330,    75030,52010,62250,75080,88610,104610,2000
54407,MI,2640,"Flint, MI PMSA",13-1111,Management Analysts,0,    52640,35700,40470,48900,60260,78020,2000
54424,MI,2640,"Flint, MI PMSA",15-2031,Operations Research Analysts,         220,    58320,42410,49670,59360,67420,74110,2000
54641,MI,2640,"Flint, MI PMSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",          40,    48800,30190,34600,46870,59030,73710,2000
54709,MI,3000,"Grand Rapids-Muskegon-Holland, MI MSA",11-3021,Computer and Information Systems Managers,         910,    77790,50730,61590,74980,90120,114600,2000
54739,MI,3000,"Grand Rapids-Muskegon-Holland, MI MSA",13-1111,Management Analysts,         430,    88470,48030,56900,70910,145601,145601,2000
54764,MI,3000,"Grand Rapids-Muskegon-Holland, MI MSA",15-2031,Operations Research Analysts,          70,    54670,45320,48750,53680,61100,69600,2000
55096,MI,3000,"Grand Rapids-Muskegon-Holland, MI MSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",         390,    32260,21690,25290,29940,39020,45860,2000
55245,MI,3520,"Jackson, MI MSA",11-3021,Computer and Information Systems Managers,         100,    75290,41160,53490,77400,96530,111620,2000
55265,MI,3520,"Jackson, MI MSA",13-1111,Management Analysts,          50,    60950,30700,34620,52420,67300,145601,2000
55486,MI,3720,"Kalamazoo-Battle Creek, MI MSA",11-3021,Computer and Information Systems Managers,         220,    76080,46620,55090,71090,93470,117700,2000
55514,MI,3720,"Kalamazoo-Battle Creek, MI MSA",13-1111,Management Analysts,         340,    62780,39170,47470,60010,74920,90800,2000
55788,MI,3720,"Kalamazoo-Battle Creek, MI MSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",         300,    29880,21250,24770,28780,33960,39720,2000
55897,MI,4040,"Lansing-East Lansing, MI MSA",11-3021,Computer and Information Systems Managers,         370,    68200,40600,53280,66120,82360,100980,2000
55922,MI,4040,"Lansing-East Lansing, MI MSA",13-1111,Management Analysts,         390,    53740,33170,40590,51830,64530,75670,2000
55941,MI,4040,"Lansing-East Lansing, MI MSA",15-2031,Operations Research Analysts,         150,    50190,35670,40210,46530,55820,72070,2000
56200,MI,4040,"Lansing-East Lansing, MI MSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",         170,    31240,17410,20720,28880,40090,51330,2000
56296,MI,6960,"Saginaw-Bay City-Midland, MI MSA",11-3021,Computer and Information Systems Managers,         250,    69770,49650,60410,69770,82060,90730,2000
56319,MI,6960,"Saginaw-Bay City-Midland, MI MSA",13-1111,Management Analysts,0,    72040,40610,54910,71020,87930,109550,2000
56336,MI,6960,"Saginaw-Bay City-Midland, MI MSA",15-2031,Operations Research Analysts,0,    58740,45150,48490,53800,68160,87380,2000
56568,MI,6960,"Saginaw-Bay City-Midland, MI MSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",         160,    31240,20370,24870,31070,36140,44330,2000
56664,MN,2240,"Duluth-Superior, MN-WI MSA",11-3021,Computer and Information Systems Managers,          90,    76760,49670,57440,70410,90990,123230,2000
56691,MN,2240,"Duluth-Superior, MN-WI MSA",13-1111,Management Analysts,         120,    49270,34820,38330,43540,54120,80180,2000
56704,MN,2240,"Duluth-Superior, MN-WI MSA",15-2031,Operations Research Analysts,0,    56870,38080,42150,51090,64270,82310,2000
56950,MN,2240,"Duluth-Superior, MN-WI MSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",         100,    33230,21490,26860,32120,39580,47530,2000
57037,MN,5120,"Minneapolis-St. Paul, MN-WI MSA",11-3021,Computer and Information Systems Managers,        5700,    86810,56280,71220,85490,105250,128330,2000
57068,MN,5120,"Minneapolis-St. Paul, MN-WI MSA",13-1111,Management Analysts,        5710,    61930,38360,47560,59250,74090,90790,2000
57093,MN,5120,"Minneapolis-St. Paul, MN-WI MSA",15-2031,Operations Research Analysts,         970,    53020,35590,41090,50180,60460,78150,2000
57094,MN,5120,"Minneapolis-St. Paul, MN-WI MSA",15-2041,Statisticians,         220,    50910,31400,38120,49030,60400,73480,2000
57105,MN,5120,"Minneapolis-St. Paul, MN-WI MSA",17-2061,Computer Hardware Engineers,         620,    63870,45340,53360,64170,73990,87670,2000
57501,MN,5120,"Minneapolis-St. Paul, MN-WI MSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",        3500,    36060,21410,26340,35780,45660,53570,2000
57867,MN,6980,"St. Cloud, MN MSA",11-3021,Computer and Information Systems Managers,          70,    64980,41520,50570,63090,79220,89620,2000
58158,MO,1740,"Columbia, MO MSA",11-3021,Computer and Information Systems Managers,         110,    58310,39770,45820,57460,67300,73760,2000
58411,MO,3710,"Joplin, MO MSA",11-3021,Computer and Information Systems Managers,          60,    56870,26470,34190,52530,72380,103750,2000
58591,MO,3710,"Joplin, MO MSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",          40,    25970,18120,20450,24820,31240,37960,2000
58659,MO,3760,"Kansas City, MO-KS MSA",11-3021,Computer and Information Systems Managers,        3080,    73800,42970,56510,71560,90820,110940,2000
58690,MO,3760,"Kansas City, MO-KS MSA",13-1111,Management Analysts,        2560,    55560,32920,40580,51690,65830,84390,2000
58715,MO,3760,"Kansas City, MO-KS MSA",15-2031,Operations Research Analysts,         700,    55720,31050,42560,54110,68640,83850,2000
58716,MO,3760,"Kansas City, MO-KS MSA",15-2041,Statisticians,          90,    51720,33460,40320,48580,58650,71630,2000
58725,MO,3760,"Kansas City, MO-KS MSA",17-2061,Computer Hardware Engineers,        1840,    57130,33690,44150,56840,68900,80150,2000
59090,MO,3760,"Kansas City, MO-KS MSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",        1410,    35110,19320,24660,32900,42820,53940,2000
59250,MO,7920,"Springfield, MO MSA",11-3021,Computer and Information Systems Managers,         170,    58410,36660,41440,53550,69700,91150,2000
59277,MO,7920,"Springfield, MO MSA",13-1111,Management Analysts,          40,    48640,28080,35050,45440,56430,71980,2000
59292,MO,7920,"Springfield, MO MSA",15-2031,Operations Research Analysts,          30,    32850,28530,29750,31890,34020,35300,2000
59297,MO,7920,"Springfield, MO MSA",17-2061,Computer Hardware Engineers,0,    41380,36490,38190,41030,43860,49820,2000
59537,MO,7920,"Springfield, MO MSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",         140,    24650,15290,17280,22150,27470,40670,2000
59807,MO,7000,"St. Joseph, MO MSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",          70,    24150,15300,17050,24400,27000,34530,2000
59861,MO,7040,"St. Louis, MO-IL MSA",11-3021,Computer and Information Systems Managers,        3900,    74020,46600,58700,72980,87890,108840,2000
59894,MO,7040,"St. Louis, MO-IL MSA",13-1111,Management Analysts,        2750,    54810,29810,39020,52340,69150,84580,2000
59919,MO,7040,"St. Louis, MO-IL MSA",15-2031,Operations Research Analysts,         320,    54630,32310,42100,54930,67240,76040,2000
59920,MO,7040,"St. Louis, MO-IL MSA",15-2041,Statisticians,         120,    48990,29840,37610,43150,63430,76560,2000
59930,MO,7040,"St. Louis, MO-IL MSA",17-2061,Computer Hardware Engineers,         610,    64040,40480,48290,62040,78130,91460,2000
60313,MO,7040,"St. Louis, MO-IL MSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",        1070,    32640,21240,26250,32250,38380,44150,2000
60480,MS,920,"Biloxi-Gulfport-Pascagoula, MS MSA",11-3021,Computer and Information Systems Managers,         150,    59600,28090,42460,56300,75090,97130,2000
60504,MS,920,"Biloxi-Gulfport-Pascagoula, MS MSA",13-1111,Management Analysts,         150,    50250,32790,41940,49830,56240,71000,2000
60759,MS,920,"Biloxi-Gulfport-Pascagoula, MS MSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",          70,    24020,17770,19540,22200,26800,34660,2000
60847,MS,3285,"Hattiesburg, MS MSA",11-3021,Computer and Information Systems Managers,          50,    56510,20800,36860,58570,71490,87120,2000
61074,MS,3560,"Jackson, MS MSA",11-3021,Computer and Information Systems Managers,         350,    61170,31410,47450,59220,70960,90560,2000
61100,MS,3560,"Jackson, MS MSA",13-1111,Management Analysts,         190,    45950,29460,34680,42730,55430,69280,2000
61121,MS,3560,"Jackson, MS MSA",15-2031,Operations Research Analysts,         100,    41880,28880,34450,42310,50050,54790,2000
61128,MS,3560,"Jackson, MS MSA",17-2061,Computer Hardware Engineers,0,    54150,32060,36130,51260,67270,84700,2000
61410,MS,3560,"Jackson, MS MSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",         330,    29620,20050,23350,27490,35180,42400,2000
61507,MS,4920,"Memphis, TN-AR-MS MSA",11-3021,Computer and Information Systems Managers,         960,    69810,37270,50580,69160,86160,108450,2000
61539,MS,4920,"Memphis, TN-AR-MS MSA",13-1111,Management Analysts,        1120,    56410,36140,41740,52070,65360,74050,2000
61562,MS,4920,"Memphis, TN-AR-MS MSA",15-2031,Operations Research Analysts,         220,    51140,25500,33460,47440,64990,80880,2000
